[null]
[ed, s, en]
-332972747,horopter,horóptera,NOUN
-332957979,breakfast cereal,cereal,NOUN
-332937116,ululate,ulular,VERB
-332924004,barytes,,NOUN
-332902791,characteristic polynomial,polinomio característico,NOUN
-332601924,basenji,Basenji,NOUN
-332521346,basheer,,PROPOSITIOIN
-332515456,bashkir,baskir,PROPOSITIOIN
-332506163,monetary,monetario,ADJECTIVE
-332428312,throw away,tirar,NONE
-332389771,intransitive verb,verbo intransitivo,NOUN
-332264971,superhero,superhéroe,NOUN
-332189365,bassist,bajista,NOUN
-332183729,bassoon,bajón ,NONE
-332167309,bastard,bastardo,NOUN
-332159704,bastion,bastión,NOUN
-332076505,supernova,supernova,NOUN
-332049480,tremendous,tremendo ,NONE
-332014451,greenfinch,verderón,NOUN
-331937714,supersede,substituir,NONE
-331923379,superstar,superestrella,NOUN
-331733075,bourgeoisie,burguesía,NOUN
-331605374,multifarious,múltiple,NONE
-331582930,bathtub,bañera ,NONE
-331580425,knock knock joke,,NOUN
-331288594,tubercle,tubérculo,NOUN
-331239923,battery,pila ,NONE
-330830522,impoundment,inmovilización,NOUN
-330797808,mongolia,Mongolia,PROPOSITIOIN
-330794611,mongoose,mangosta,NOUN
-330644718,garçonnière,,NOUN
-330614160,bathing trunks,,NOUN
-330427815,horrible,horrible,NONE
-330427795,horribly,horriblemente,ADVERB
-330424066,horrific,horrorífico,ADJECTIVE
-330193352,bauxite,bauxita,NOUN
-329981443,greenhouse,invernadero,NOUN
-329946720,bavaria,Baviera,PROPOSITIOIN
-329847465,asturian,asturiano,ADJECTIVE
-329847460,asturias,Asturias,PROPOSITIOIN
-329826429,amiodarone,amiodarona,NOUN
-329719114,antifascism,antifascismo,NOUN
-329719107,antifascist,antifascista,ADJECTIVE
-329670134,ecuadorianism,ecuatorianismo,NOUN
-329619594,horsefly,tábano,NOUN
-329613219,horseman,caballero,NOUN
-329527803,dystrophic,distrófico,ADJECTIVE
-329497223,defense mechanism,mecanismo de defensa,NOUN
-329127216,bay cat,gato de Borneo,NOUN
-329033985,carbonated,carbonatado,NONE
-329030187,home school,,NOUN
-329017648,ulysses,,PROPOSITIOIN
-328804495,monition,,NOUN
-328674883,high priest,sumo sacerdote,NOUN
-328480505,carabiner,mosquetón,NOUN
-328448436,diminutive,diminuto,ADJECTIVE
-327707013,anywhere,en cualquier parte,NONE
-327662511,progenitor,,NOUN
-327374409,monkfish,rape,NOUN
-327330721,saint valentine's day,día de san Valentín,PROPOSITIOIN
-327009878,feudalism,feudalismo,NOUN
-326828939,cowardly,vil,NONE
-326763032,bayonet,bayoneta,NOUN
-326758302,kirovograd,,PROPOSITIOIN
-326746610,mammee apple,mamey ,NONE
-326538263,cantabrian,cántabre,PROPOSITIOIN
-326279061,cowberry,,NOUN
-325726094,retainer,retenedor,NOUN
-325683194,magnificently,magníficamente,ADVERB
-325591911,unwrinkled,,ADJECTIVE
-325558918,extracellular,extracelular,ADJECTIVE
-325467599,retarded,retrasado,ADJECTIVE
-325390097,Hispanicize,hispanizar,NONE
-325321964,blood orange,naranja sanguina,NOUN
-325126386,attractiveness,atractivo,NOUN
-324658051,new south wales,Nueva Gales del Sur,PROPOSITIOIN
-324412441,per capita,por cabeza,ADJECTIVE
-324380881,heart of gold,ser un pan de Dios (to have a heart of gold),NOUN
-324039623,liechtenstein,Liechtenstein,PROPOSITIOIN
-323915159,throughout,a lo largo de,PREPOSITION
-323658391,monogamy,monogamia,NOUN
-323531524,monokini,monoquini,NOUN
-323376849,monopoly,monopolio,NOUN
-323287445,monosomy,monosomía,NOUN
-323257643,monotone,monótono,ADJECTIVE
-323257623,monotony,monotonía,NOUN
-323144555,monoxide,monóxido,NOUN
-323126884,soundtrack,banda sonora,NOUN
-322542376,extortion,extorsión ,NONE
-322406794,calligraphy,caligrafía,NOUN
-322257116,prairie,pradera,NOUN
-322063126,englishman,inglés,NOUN
-321937683,grandnephew,resobrino ,NONE
-321669010,umbrian,umbro,ADJECTIVE
-321668888,umbriel,Umbriel,PROPOSITIOIN
-321425728,jiggery-pokery,cachondeo,NONE
-321056921,pit stop,parada en boxes,NOUN
-320734320,anatomically,anatómicamente,ADVERB
-320703757,yardbird,detenido ,NONE
-320607230,wheelbarrow,carretilla,NOUN
-319581945,swanling,,NOUN
-319163683,sycophant,adulador,NOUN
-318920626,sculptor,escultor ,NONE
-318754426,precede,preceder,NONE
-318750117,precise,preciso,ADJECTIVE
-318720807,predict,predecir,VERB
-318709626,montreal,Montreal,PROPOSITIOIN
-318668928,preface,prefacio,NOUN
-318529150,carambola,,NOUN
-318525040,reticent,reticente,ADJECTIVE
-318489655,prelate,prelado,NOUN
-318452628,premier,,NOUN
-318452207,premise,premisa,NOUN
-318434838,call to prayer,llamada a la oración,NOUN
-318418851,you're welcome,de nada (it’s nothing),NONE
-318413467,laparoscopy,laparoscopia,NOUN
-318370553,prepare,preparar,VERB
-318366834,prepend,prefijar,VERB
-318351798,prepuce,prepucio,NOUN
-318321938,prequel,precuela,NONE
-318281521,presage,presagio,NOUN
-318277445,present,presente,ADJECTIVE
-318264161,pressie,regalo,NOUN
-318247670,pretend,fingir,VERB
-318227760,pretzel,pretzel,NOUN
-318192079,prevail,prevalecer,VERB
-318188072,prevent,impedir,NONE
-318187966,preverb,preverbo,NOUN
-317934649,monument,monumento,NOUN
-317694771,n'djamena,Yamena,PROPOSITIOIN
-317629783,macedonian,macedonio,PROPOSITIOIN
-317380438,cantaloupe,cantalupo,NOUN
-316754401,rheumatics,,NOUN
-316753911,rheumatism,reumatismo,NOUN
-316529773,archbishop,arzobispo,NOUN
-315799537,russophobia,Rusofobia,NOUN
-315758489,albatross,albatros,NOUN
-315272588,laborious,,ADJECTIVE
-315157102,cagliari,Cagliari,PROPOSITIOIN
-315054328,prickle,aguijón,NOUN
-314900017,birdcatcher,pajarero,NOUN
-314856479,arteriography,,NOUN
-314765822,primary,primario,ADJECTIVE
-314730471,pringle,Pringle,NOUN
-314726111,swastika,esvástica ,NONE
-314718182,printer,impresora,NOUN
-314498168,privacy,intimidad,NOUN
-314497661,private,privado,ADJECTIVE
-314446486,prankster,bromista,NOUN
-314342684,hydrogen peroxide,peróxido de hidrógeno ,NONE
-314273038,Colombian,colombiano ,NONE
-313893142,coworker,compañero de trabajo,NOUN
-312912650,comic relief,relevación cómica,NOUN
-312844799,cloudberry,mora de los pantanos ,NONE
-312706353,conspiracy,conspiración,NOUN
-312368117,cloudburst,aguacero ,NONE
-312208806,tap water,agua del grifo,NOUN
-312182924,subcontinent,subcontinente,NOUN
-311891152,freighter,,NOUN
-311831129,iron age,Edad del Hierro,PROPOSITIOIN
-311823372,yarmulke,kipá,NOUN
-311817334,iron ore,mineral de hierro,NOUN
-311725295,somnolent,somnolienta,ADJECTIVE
-311718671,streetcar,,NOUN
-311419249,aristarch,aristarco,NOUN
-311381921,beheading,decapitación ,NONE
-311273205,cultivate,cultivar,VERB
-311196285,significance,significado,NOUN
-311150692,chrysalis,crisálida,NOUN
-310999977,aristotle,Aristóteles,PROPOSITIOIN
-310418387,anthraquinone,antraquinona,NOUN
-310034372,retrieve,,NOUN
-309882753,attribution,atribución,NOUN
-309882545,attributive,antecedente,ADJECTIVE
-309846876,retronym,retrónimo,NOUN
-309824748,ironclad,nave acorazada,NONE
-309755380,mystery meat,carne indesernable,NOUN
-309544647,probity,probidad,NOUN
-309543975,ecuadorian,ecuatoriano,ADJECTIVE
-309542241,problem,problema ,NONE
-309519186,proceed,proceder,VERB
-309518737,process,proceso,NOUN
-309499646,procyon,Procyon,PROPOSITIOIN
-309485468,prodigy,maravilla,NONE
-309474080,produce,,NOUN
-309474065,product,producto,NOUN
-309433377,profane,profanar,VERB
-309425751,profile,perfil,NOUN
-309399722,progeny,descendiente,NOUN
-309387644,program,programa,NOUN
-309355421,disintegrate,desintegrar,VERB
-309350319,conditional mood,condicional,NOUN
-309310695,project,proyecto,NOUN
-309246943,proline,prolina,NOUN
-309241175,prolong,prolongar,VERB
-309216997,promise,promesa,NOUN
-309211200,promote,promover,VERB
-309195004,pronaos,pronaos ,NONE
-309181369,pronoun,pronombre,NOUN
-309135467,propane,propano,NOUN
-309131623,propene,propileno,NOUN
-309129004,prophet,profeta,NOUN
-309121858,propose,proponer,VERB
-309081596,obliteration,obliteración,NOUN
-309075699,prorate,prorratear,VERB
-309046251,prosaic,prosaico,ADJECTIVE
-309032930,prosody,prosodia,NOUN
-309012785,protect,proteger,VERB
-309012605,protein,proteína,NOUN
-309012289,protest,protesta,NOUN
-309008445,protist,protista,NOUN
-309008390,protium,procio,NOUN
-308983671,proudly,fieramente,NONE
-308968240,cartesian coordinate,coordenada cartesiana,NOUN
-308952756,proverb,proverbio,NOUN
-308949343,provide,proveer,VERB
-308943360,provoke,provocar,VERB
-308943097,provost,preboste,NOUN
-308922917,prowess,proeza,NOUN
-308896852,lawn bowling,,NOUN
-308434299,hacienda,hacienda,NOUN
-308374718,corpus delicti,cuerpo del delito,NOUN
-308125300,asunción,Asunción,PROPOSITIOIN
-307999566,promiscuity,promiscuidad,NOUN
-307993775,promiscuous,promiscuo,ADJECTIVE
-307610658,congratulation,felicitación,NOUN
-307348617,on one's own,por sí mismo,NONE
-307271744,ergosterol,ergosterol,NOUN
-307271178,unicycle,monociclo,NOUN
-307211267,manganese,manganeso,NOUN
-307167132,date palm,datilero ,NONE
-307107434,date rape,violación por acompañante,NOUN
-307031856,date tree,,NOUN
-306977811,levitation,levitación,NOUN
-306782815,past tense,tiempo pasado ,NONE
-306710800,gatling gun,cañón Gatling,NOUN
-306678486,atrial fibrillation,arritmia cardiaca,NOUN
-306623197,implement,implemento ,NONE
-306214929,in lieu of,en vez de,PREPOSITION
-306153204,ingratiate,congraciarse,VERB
-306124501,cloudiness,nubosidad,NOUN
-305389858,chinese red,,ADJECTIVE
-305204900,impenetrability,impenetrabilidad,NOUN
-304470105,sandgrouse,ganga,NOUN
-303947974,prudent,atentado,ADJECTIVE
-303943987,prudish,pudibundo,ADJECTIVE
-303646233,pruning,poda,NOUN
-303628742,hospital,hospital,NOUN
-303487829,prussia,Prusia,PROPOSITIOIN
-303230696,implicate,,VERB
-302988473,ethnic cleansing,limpieza étnica,NOUN
-302938432,mythomaniac,mitómano,NOUN
-302630034,exhaustive,exhaustivo,ADJECTIVE
-301217298,operating system,sistema operativo,NOUN
-301124853,odoriferous,,ADJECTIVE
-301119978,transcendental,trascendental,ADJECTIVE
-300979918,suez canal,canal de Suez,PROPOSITIOIN
-300438936,euphemia,Eufemia,PROPOSITIOIN
-300335112,harquebus,arcabuz,NOUN
-300140063,euphonic,eufónico,ADJECTIVE
-300136221,euphoria,euforia,NOUN
-300136219,euphoric,eufórico,ADJECTIVE
-300129972,knuckle duster,,NOUN
-300088535,tskhinvali,Tsjinval,PROPOSITIOIN
-299965802,euphuism,eufuismo,NOUN
-299936730,pancreatic,pancreático,ADJECTIVE
-299871652,astonished,asombrado ,NONE
-299791527,aluminium,aluminio,NOUN
-299780749,initiation codon,,NOUN
-299341972,disinterment,desenterramiento,NOUN
-298815671,stressful,irritante,NONE
-298750679,lifeguard,socorrista ,NONE
-298644809,consecutively,consecutivamente,ADVERB
-298624857,are you married, ¿estás casado?,NONE
-298582269,vigorously,vigorosamente,ADVERB
-297950712,interpretation,apreciación,NOUN
-297301387,socialist federal republic of yugoslavia,República Federal Socialista de Yugoslavia,PROPOSITIOIN
-297258560,guangzhou,Cantón,PROPOSITIOIN
-297205372,implosion,implosión,NOUN
-296936191,antitrypsin,antitripsina,NOUN
-296763111,videocassette,videocasete,NOUN
-296701568,dragonfly,libélula ,NONE
-296536059,monophysite,monofisista,ADJECTIVE
-296450917,euploidy,euploidía,NOUN
-296072007,mooncake,pastel de luna,NOUN
-295824837,richardson,Ricárdez,PROPOSITIOIN
-295617206,moonrise,subida de la luna,NOUN
-295540763,bhutanese,butanés,ADJECTIVE
-293821595,unaware,inconsciente,NONE
-293737242,Valencian Community,Comunidad Valenciana,NONE
-293538953,equilateral,equilátero,ADJECTIVE
-293536781,psalter,salterio,NOUN
-293368196,prognosticate,pronosticar,VERB
-293302111,deaf as a doorpost,,ADJECTIVE
-293233036,crematorium,crematorio,NOUN
-293119189,unbosom,desahogarse,VERB
-292786487,fearless,intrépido,NONE
-292782569,chieftain,líder ,NONE
-292670509,carrying capacity,capacidad de persistencia ,NONE
-292617566,uncanny,perturbante,ADJECTIVE
-292578005,hebdomadal,,ADJECTIVE
-292442767,cynicism,cinismo,NOUN
-292418033,uncheck,sacar la marca,VERB
-292193090,uncover,destapar,VERB
-292084919,screen printing,serigrafía,NOUN
-292056322,unction,unción,NOUN
-291955453,feasible,factible,ADJECTIVE
-291571264,undergo,experimentar,VERB
-291196098,undress,desvestirse,NONE
-290756696,education,educación,NOUN
-290756488,educative,educativo,ADJECTIVE
-290584065,wind back,rebobinar,VERB
-290505826,valentine's day,día de san Valentín,PROPOSITIOIN
-290404849,wind harp,,NOUN
-290305467,universe,universo,NOUN
-290287557,unequal,desigual,ADJECTIVE
-289955374,thousandth,milésimo,ADJECTIVE
-289598827,steroidogenesis,esteroidogénesis,NOUN
-289589713,pseudo-,pseudo-,NONE
-289510819,translocation,traslado,NONE
-289192049,bisulfate,bisulfato,NOUN
-288646627,auctionable,rematable,ADJECTIVE
-288046753,satellite dish,antena parabólica,NOUN
-287997977,unhappy,infeliz,ADJECTIVE
-287893187,unheard,no oído,NONE
-287761870,unhinge,desquiciar,VERB
-287708667,carbonate,carbonato,NOUN
-287700793,carbonize,carbonizar,VERB
-287675339,lifestyle,estilo de vida ,NONE
-287647957,macrocephalic,macrocéfalo,ADJECTIVE
-287367299,decathlete,decatloniano,NOUN
-287346401,chemically,químicamente,ADVERB
-287042776,unibrow,uniceja ,NONE
-287024778,Canary Islands,Islas Canarias ,NONE
-287016227,unicode,Unicode,PROPOSITIOIN
-287015784,unicorn,unicornio,NOUN
-286926412,uniform,uniforme,ADJECTIVE
-286514988,unitive,unitivo,ADJECTIVE
-286421116,psicose,psicosa,NOUN
-286413492,cynosure,,NOUN
-285812461,comic strip,tira cómica,NOUN
-285717029,russification,rusificación,NOUN
-285570470,chairperson,presidente,NOUN
-285418481,dynamicity,dinamicidad,NOUN
-285111138,unkempt,descuidado,NONE
-285049180,love goggles, enyegüecido,NONE
-284967498,traveller's cheque,cheque de viajero,NOUN
-284912070,dynamitist,,NOUN
-284840886,unknown,ignoto,NONE
-284577607,zillion,chorrocientos [Chile,NONE
-284199068,unleash,destraillar,VERB
-283720721,unlucky,desafortunado,ADJECTIVE
-283523311,firebrand,tea,NONE
-283515957,firebrick,ladrillo refractario,NOUN
-283189427,insidious,insidioso,ADJECTIVE
-282886672,home sweet home,hogar,NONE
-282863359,antioxidant,antioxidante,ADJECTIVE
-282460096,unnamed,innominado ,NONE
-282197891,watch out,tener cuidado,VERB
-282165867,carbuncle,carbunclo ,NONE
-281747339,zionism,sionismo,NOUN
-281747332,zionist,sionista,NOUN
-281470445,classified,,NOUN
-281138781,east china sea,mar de China Oriental,PROPOSITIOIN
-281137537,rest in peace,descanse en paz,VERB
-280925166,weed eater,,NOUN
-280419825,aquitaine,Aquitania,PROPOSITIOIN
-280370101,linear space,,NOUN
-280365547,ordinance,ordenanza,NOUN
-280051104,helium star,estrella de helio,NOUN
-279655167,undulated antshrike,batará ondulado,NOUN
-279544999,manslaughter,homicidio,NOUN
-279471320,represent,representar,VERB
-278757355,unravel,desenmarañar,NONE
-278543110,bee-eater,abejaruco,NOUN
-278052182,firehouse,,NOUN
-278036049,room temperature,temperatura ambiente,NOUN
-277459240,special effect,efectos especiales,NOUN
-277371531,I'm a Muslim,soy musulmán ,NONE
-277306353,circumference,circunferencia,NOUN
-277230970,madrassah,,NOUN
-277106277,compulsion,compulsión,NOUN
-277106069,compulsive,compulsivo,ADJECTIVE
-277100407,compulsory,obligatorio,ADJECTIVE
-276704351,harrowing,angustioso,ADJECTIVE
-276576605,usefully,útilmente,ADVERB
-276331721,jack-knife,navaja,NOUN
-276302374,psychologist,psicólogo ,NONE
-275959842,reprimand,reprimenda,NOUN
-275416865,affectionate,afectuoso,ADJECTIVE
-275352001,fictional,ficcional,ADJECTIVE
-275280342,taxation,régimen fiscal,NOUN
-275078322,subterfuge,evasiva ,NONE
-274927895,hotplate,hornillo ,NONE
-274830845,costume jewellery,bisutería,NOUN
-274751177,pansexuality,pansexualidad,NOUN
-273429823,sevan trout,trucha de Sevan,NOUN
-273428937,Douglas berry,zarza douglas ,NONE
-273276823,long-legged buzzard,busardo moro,NOUN
-273171708,okroshka,okroshka,NOUN
-272869297,heliocentric,heliocéntrico,ADJECTIVE
-272593245,atomicity,atomicidad,NOUN
-272442450,lode star,,PROPOSITIOIN
-272434536,white-bearded antshrike,batará pechinegro,NOUN
-272421783,shrapnel,shrapnel,NONE
-272304736,obfuscate,ofuscar,VERB
-272118019,insipidly,insípidamente,ADVERB
-272117000,nominalize,nominalizar,NONE
-271878796,nominative,nominativo,ADJECTIVE
-271368617,United Statesian,estadounidense ,NONE
-270990134,northern hemisphere,hemisferio norte,NOUN
-270773103,fireplace,chimenea,NOUN
-270746230,reprobate,arrojado,NONE
-270667955,reproduce,proliferar,NONE
-270580530,fireproof,ignífugo,ADJECTIVE
-270441433,sousaphone,susáfono,NOUN
-270267566,asphyxiate,asfixiarse,VERB
-270060322,madrileño,madrileño,ADJECTIVE
-269988178,comprehensibility,comprensibilidad,NOUN
-269976135,incompatible,incompatible,ADJECTIVE
-269448317,superannuate,anticuarse,VERB
-269094795,shredder,trituradora,NONE
-268897931,gabardine,,NOUN
-268316490,grandparent,abuelo ,NONE
-267750285,firestorm,tormenta ígnea ,NONE
-267508304,infectiousness,infectividad,NOUN
-267337243,all bark and no bite,perro ladrador,NONE
-267299712,acceleration,aceleración,NOUN
-267269677,light bulb,ampolleta  ,NONE
-266992274,efficiently,eficientemente,ADVERB
-266964891,in confidence,en confianza,ADVERB
-266757055,druidism,druidismo,NOUN
-266651026,mons pubis,monte de Venus,NOUN
-266630468,capitalistic,capitalista,ADJECTIVE
-266600185,light year,año luz,NOUN
-266214704,know like the back of one's hand,conocer algo como la palma de su mano,VERB
-266060142,future tense,futuro,NOUN
-265756502,roleplay,,NOUN
-265713450,username,nombre de usuario,NOUN
-265651304,nutrition,nutrición,NOUN
-265258047,inconstancy,inconstancia,NOUN
-265203337,Asturian,asturiano ,NONE
-265079576,drum set,,NOUN
-264775426,reveille,diana,NOUN
-264513973,reverend,reverendo,NOUN
-264513957,reverent,reverente,ADJECTIVE
-264263521,kyanite,cianita,NOUN
-264207604,firewoman,bombera,NOUN
-264202484,fireworks,fuegos artificiales,NOUN
-263893086,february,febrero,PROPOSITIOIN
-263694318,muzzle compensator,,NOUN
-263571231,twenty past,uno y veinte,NOUN
-263177004,how come,Cómo es que,ADVERB
-262908852,how long,que largo,ADJECTIVE
-262892497,how many,cuántos ,NONE
-262873635,how much,¿cuánto cuesta?,ADVERB
-262524079,taxonomy,taxonomía,NOUN
-262181038,unjustly,injustamente,ADVERB
-262177744,bearded vulture,,NOUN
-262037835,alcoholism,alcoholismo,NOUN
-261978486,taxpayer,contribuyente de impuestos,NOUN
-261938641,drunkard,borracho ,NONE
-261851592,relationship,relación,NOUN
-261419329,proprietary,propietario,NONE
-260762235,masculine,masculino,ADJECTIVE
-260564841,defensible,sostenible,ADJECTIVE
-260355455,beastmaster,gladiador,NOUN
-259757527,delicious,delicioso,NONE
-259377173,noun adjunct,,NOUN
-259347549,basketball hoop,aro de baloncesto,NOUN
-259167949,once upon a time,érase una vez,NONE
-258588250,group theory,teoría de grupos,NOUN
-258284617,dynamically,dinámicamente,ADVERB
-257992672,cargo ship,buque de carga,NOUN
-257285412,extensively,extensivamente,ADVERB
-256952456,by default,de forma predeterminada,PREPOSITION
-256698132,alimentary,alimenticio,ADJECTIVE
